brand,model,year,body_type,engine_size,cylinders,turbo,horsepower,torque_nm,weight,wheelbase_mm,length_mm,width_mm,height_mm,doors,seats,transmission,fuel_type,drivetrain,odometer_km,city_ratio,battery_kwh,emission_std,co2_gpkm,l_per_100km,price,target_mileage
Mercedes,C-Class,2013,suv,2.12,4,1,256.0,412,2051.0,2653,4602,1908,1606,5,7,automatic,petrol,RWD,113506.0,0.553,0.0,EURO 5,274.7,11.49,29609,8.71
Volkswagen,Passat,2023,hatchback,1.71,4,1,189.0,278,1614.0,2629,4396,1787,1448,5,5,manual,hybrid,FWD,34278.0,0.314,2.31,EURO 6d,80.9,4.05,25616,24.71
Toyota,Camry,2015,suv,1.57,4,0,137.0,224,1848.0,2627,4466,1841,1650,5,5,manual,petrol,FWD,143696.0,0.55,0.0,EURO 6,132.9,5.55,12103,18.0
Toyota,RAV4,2022,hatchback,1.51,4,0,158.0,211,1329.0,2578,4261,1793,1435,5,5,manual,diesel,FWD,63368.0,0.079,0.0,EURO 6d,98.8,3.74,25359,26.73
Volkswagen,Passat,2024,suv,1.18,3,0,126.0,202,1689.0,2596,4431,1843,1618,5,7,cvt,diesel,RWD,14964.0,0.228,0.0,EURO 6d,110.1,4.17,24692,23.98
Toyota,RAV4,2005,crossover,2.25,6,0,194.0,314,1843.0,2651,4466,1810,1561,5,5,automatic,petrol,FWD,409631.0,0.572,0.0,EURO 4,155.8,6.51,9374,15.35
Mercedes,C-Class,2008,crossover,2.29,6,0,237.0,363,1955.0,2637,4556,1817,1541,5,5,automatic,diesel,FWD,373891.0,0.521,0.0,EURO 4,176.9,6.7,13732,14.92
Volkswagen,Golf,2016,suv,2.53,6,0,246.0,370,2124.0,2740,4682,1877,1630,5,5,dct,petrol,FWD,127908.0,0.466,0.0,EURO 6,131.0,5.48,22523,18.26
Volkswagen,Polo,2019,crossover,2.12,4,0,197.0,313,1964.0,2689,4419,1792,1564,5,5,automatic,petrol,FWD,108969.0,0.106,0.0,EURO 6,149.0,6.23,25313,16.05
Mercedes,E-Class,2016,sedan,2.6,6,1,332.0,518,1819.0,2704,4547,1849,1460,4,5,automatic,electric,FWD,293019.0,0.349,101.71,EURO 6,2.4,1.92,28576,52.17
Honda,Accord,2016,crossover,2.48,6,0,214.0,348,1944.0,2695,4621,1803,1582,5,5,cvt,petrol,FWD,150554.0,0.259,0.0,EURO 6,119.9,5.01,23520,19.95
Hyundai,Sonata,2015,suv,1.52,4,1,141.0,245,1981.0,2571,4444,1839,1642,5,7,automatic,hybrid,AWD,177533.0,0.123,2.32,EURO 6,92.3,4.62,17112,21.67
Kia,Rio,2016,suv,1.81,4,1,149.0,255,1769.0,2578,4554,1830,1625,5,7,automatic,,FWD,80792.0,0.183,0.0,EURO 6,120.8,5.05,21771,19.81
Kia,Rio,2007,sedan,3.39,8,0,234.0,401,1991.0,2837,4745,1882,1448,4,5,automatic,petrol,AWD,426515.0,0.224,0.0,EURO 4,207.5,8.67,11304,11.53
Ford,Focus,2006,coupe,3.02,6,0,229.0,398,1844.0,2726,4686,1846,1469,2,5,manual,electric,FWD,94332.0,0.298,108.16,EURO 4,-3.3,2.02,24074,49.54
Nissan,Sentra,2006,coupe,1.15,3,0,120.0,184,1548.0,2501,4263,1760,1466,2,5,automatic,petrol,FWD,450000.0,0.384,0.0,EURO 4,128.1,5.36,5195,18.67
Toyota,Prius,2011,hatchback,2.77,6,0,215.0,361,1678.0,2731,4569,1830,1460,5,5,automatic,diesel,FWD,210386.0,0.634,0.0,EURO 5,130.1,4.93,17409,20.29
Mercedes,GLE,2016,sedan,1.38,4,1,172.0,272,1562.0,2572,4231,1757,1450,4,5,automatic,petrol,FWD,264099.0,0.306,0.0,EURO 6,142.9,5.97,22163,16.74
Honda,Civic,2019,hatchback,2.01,4,0,189.0,302,1506.0,2600,4400,1785,1424,5,5,cvt,petrol,FWD,197843.0,0.25,0.0,EURO 6,131.5,5.5,24974,18.19
Honda,Civic,2012,wagon,3.73,8,1,302.0,472,2279.0,2811,4794,1940,1435,5,5,,petrol,FWD,345793.0,0.23,0.0,EURO 5,183.3,7.66,23408,13.05
Toyota,Prius,2024,sedan,1.14,3,0,101.0,151,1227.0,2551,4136,1763,1437,4,5,automatic,petrol,FWD,,0.278,0.0,EURO 6d,96.3,4.03,27533,24.84
Ford,Focus,2024,crossover,4.03,8,1,358.0,563,2353.0,2870,4891,1905,1587,5,5,manual,diesel,RWD,20055.0,0.221,0.0,EURO 6d,220.1,8.34,35107,12.0
BMW,3 Series,2019,sedan,1.83,4,0,211.0,334,1475.0,2674,4453,1758,1446,4,5,manual,diesel,FWD,63016.0,0.462,0.0,EURO 6,131.4,4.98,26007,20.1
Kia,Rio,2024,sedan,4.79,8,1,362.0,639,2148.0,3025,5127,1968,1448,4,5,manual,diesel,FWD,18888.0,0.41,0.0,EURO 6d,156.8,5.94,39074,16.84
Chevrolet,Silverado,2022,crossover,4.02,8,0,285.0,440,2306.0,2968,4894,1930,1572,5,5,automatic,hybrid,FWD,75639.0,0.387,1.92,EURO 6d,105.8,5.29,36285,18.9
Hyundai,Ioniq,2019,hatchback,,6,0,172.0,251,1549.0,2679,4475,1830,1432,5,5,automatic,petrol,FWD,159125.0,0.568,0.0,EURO 6,137.9,5.77,24597,17.34
BMW,X5,2012,sedan,1.78,4,0,204.0,307,1466.0,2608,4366,1810,1446,4,5,manual,petrol,RWD,391896.0,0.216,0.0,EURO 5,124.1,5.19,18197,19.28
Toyota,Prius,2013,pickup,2.02,4,0,167.0,296,2142.0,2855,4854,1779,1466,4,5,cvt,petrol,FWD,41258.0,0.203,0.0,EURO 5,133.8,5.59,18618,17.88
Chevrolet,Cruze,2005,crossover,3.8,8,0,283.0,524,2241.0,2856,4812,1927,1580,5,5,automatic,hybrid,FWD,315404.0,0.264,2.02,EURO 4,149.1,7.45,16709,13.42
Honda,Accord,2010,sedan,3.32,8,0,245.0,429,2041.0,2822,4630,1875,1453,4,5,manual,diesel,AWD,288888.0,0.133,0.0,EURO 5,142.7,5.4,17402,18.5
Toyota,Camry,2023,sedan,2.4,6,1,207.0,363,1690.0,2740,4538,1771,1475,4,5,manual,petrol,RWD,46767.0,0.05,0.0,EURO 6d,152.0,6.35,33736,15.74
BMW,X3,2013,sedan,1.47,4,1,184.0,269,1474.0,2561,4207,1796,1474,4,5,automatic,hybrid,FWD,117181.0,0.881,2.27,EURO 5,93.3,4.66,18790,21.44
Toyota,Camry,2024,sedan,3.75,8,1,325.0,499,2080.0,2821,4851,1894,1454,4,5,dct,petrol,AWD,9661.0,0.527,0.0,EURO 6d,182.3,7.62,34169,13.12
Ford,Focus,2020,hatchback,3.29,8,1,276.0,478,1822.0,2796,4779,1868,1462,5,5,automatic,petrol,FWD,67901.0,0.162,0.0,EURO 6,156.0,6.52,29056,15.33
Nissan,Rogue,2021,sedan,2.31,6,1,190.0,308,1767.0,2671,4520,1848,1462,4,5,manual,diesel,FWD,51574.0,0.543,0.0,EURO 6d,160.6,6.08,28896,16.44
Volkswagen,Polo,2024,sedan,4.43,8,0,307.0,578,2224.0,2918,4958,1959,1452,4,5,automatic,diesel,AWD,19495.0,0.228,0.0,EURO 6d,201.0,7.62,37317,13.13
BMW,5 Series,2015,sedan,1.71,4,1,244.0,373,1573.0,2570,4323,1790,1486,4,5,cvt,petrol,AWD,,0.387,0.0,EURO 6,134.1,5.61,27415,17.83
Toyota,Camry,2024,crossover,1.09,3,1,125.0,192,1595.0,2562,4212,1730,1532,5,5,automatic,petrol,RWD,11792.0,0.361,0.0,EURO 6d,131.9,5.52,26133,18.13
Ford,Escape,2010,sedan,1.73,4,0,152.0,225,1508.0,2635,4331,1820,1492,4,5,manual,hybrid,FWD,122267.0,0.409,1.62,EURO 5,84.1,4.21,19158,23.78
Mercedes,GLC,2024,hatchback,1.08,3,1,172.0,237,1238.0,2516,4125,1735,1431,5,5,manual,hybrid,FWD,22206.0,0.696,2.12,EURO 6d,94.9,4.75,28576,21.07
Mercedes,GLE,2016,crossover,2.52,6,1,317.0,477,2137.0,2715,4544,1840,1576,5,5,,petrol,FWD,171127.0,0.167,0.0,EURO 6,247.8,10.36,26367,9.65
Hyundai,Tucson,2020,coupe,2.01,4,0,156.0,277,1674.0,2642,4493,1804,1421,2,5,cvt,petrol,FWD,108711.0,0.429,0.0,EURO 6,114.1,4.77,21346,20.96
Nissan,Rogue,2018,sedan,,3,1,94.0,158,1461.0,2577,4121,1727,1475,4,5,automatic,petrol,FWD,147131.0,0.145,0.0,EURO 6,111.9,4.68,18199,21.37
Ford,Fusion,2009,hatchback,2.97,6,0,262.0,429,1960.0,2704,4607,1839,1451,5,5,automatic,petrol,AWD,274804.0,0.709,0.0,EURO 4,202.0,8.44,20744,11.84
Toyota,Prius,2012,sedan,3.26,8,0,246.0,453,2084.0,2739,4616,1874,1442,4,5,automatic,petrol,AWD,249056.0,0.561,0.0,EURO 5,197.5,8.26,20471,12.11
Hyundai,Ioniq,2017,hatchback,3.66,8,0,243.0,456,2006.0,2844,4770,1896,1444,5,5,automatic,diesel,FWD,130843.0,0.479,0.0,EURO 6,215.2,8.15,26072,12.27
Toyota,RAV4,2022,sedan,2.64,6,0,204.0,360,1811.0,2744,4595,1842,1442,4,5,automatic,hybrid,AWD,49950.0,0.352,2.38,EURO 6d,86.1,4.31,37294,23.23
BMW,5 Series,2016,sedan,3.25,8,0,310.0,499,1945.0,2809,4748,1847,1476,4,5,manual,hybrid,AWD,158362.0,0.105,2.02,EURO 6,132.9,6.64,31229,15.05
Chevrolet,Silverado,2008,sedan,1.49,4,1,187.0,278,1418.0,2569,4255,1775,1456,4,5,cvt,petrol,FWD,248700.0,0.719,0.0,EURO 4,140.1,5.86,11804,17.08
Mercedes,E-Class,2019,sedan,3.13,6,0,320.0,470,2005.0,2812,4789,1862,1469,4,5,automatic,petrol,AWD,104219.0,0.054,0.0,EURO 6,210.9,8.82,34097,11.34
Chevrolet,Cruze,2013,crossover,1.36,4,0,176.0,290,1707.0,2534,4183,1753,1609,5,5,dct,diesel,FWD,165241.0,0.531,0.0,EURO 5,131.4,4.98,12441,20.09
BMW,X5,2006,coupe,4.83,8,1,507.0,828,2219.0,3021,5152,1964,1494,2,5,automatic,diesel,FWD,153775.0,0.321,0.0,EURO 4,236.1,8.94,29502,11.18
Honda,Fit,2006,sedan,1.63,4,1,133.0,248,1373.0,2597,4294,1771,1449,4,5,automatic,petrol,FWD,450000.0,0.44,0.0,EURO 4,111.8,4.67,7629,21.39
BMW,X5,2012,sedan,4.04,8,1,448.0,655,2106.0,2925,4873,1906,1412,4,5,automatic,hybrid,FWD,411940.0,0.525,1.49,EURO 5,157.4,7.87,30244,12.7
BMW,5 Series,2020,hatchback,1.1,3,1,187.0,263,1277.0,2551,4216,1758,1426,5,5,manual,hybrid,FWD,18016.0,0.128,1.21,EURO 6,94.4,4.72,26136,21.19
Chevrolet,Silverado,2022,wagon,4.24,8,1,388.0,633,2384.0,2944,4918,1947,1457,5,5,manual,hybrid,FWD,53786.0,0.57,1.48,EURO 6d,177.0,8.85,36227,11.3
BMW,X5,2021,pickup,1.35,4,1,186.0,260,2105.0,2739,4549,1758,1455,4,5,cvt,petrol,AWD,52738.0,0.443,0.0,EURO 6d,190.9,7.98,33043,12.53
BMW,3 Series,2005,sedan,3.26,8,0,303.0,466,1905.0,2717,4744,1898,1445,4,5,automatic,petrol,FWD,450000.0,0.379,0.0,EURO 4,210.1,8.79,13362,11.38
Toyota,Corolla,2014,suv,4.53,8,1,373.0,632,2541.0,2934,5253,2010,1646,5,5,automatic,electric,FWD,150981.0,0.25,53.4,EURO 5,-0.3,1.94,34859,51.61
Mercedes,E-Class,2023,suv,2.94,6,0,284.0,482,2185.0,2719,4831,1944,1617,5,7,automatic,petrol,RWD,19778.0,0.298,0.0,EURO 6d,279.1,11.67,39354,8.57
Volkswagen,Golf,2017,suv,3.02,6,0,235.0,405,2165.0,2750,4786,1917,1617,5,5,manual,electric,FWD,178379.0,0.61,48.78,EURO 6,-2.5,1.93,29044,51.73
Toyota,Prius,2010,suv,2.46,6,1,206.0,330,2167.0,2700,4695,1881,1614,5,7,manual,diesel,FWD,184299.0,0.305,0.0,EURO 5,126.8,4.8,15859,20.82
Nissan,Altima,2020,suv,3.33,8,1,288.0,483,2383.0,2770,4943,1952,1640,5,5,manual,hybrid,RWD,77602.0,0.36,1.69,EURO 6,124.3,6.22,29731,16.09
Honda,Fit,2014,sedan,2.28,6,0,202.0,345,1662.0,2657,4491,1821,1473,4,5,automatic,hybrid,AWD,145584.0,0.692,1.35,EURO 5,96.1,4.8,20404,20.81
Volkswagen,Golf,2017,coupe,2.89,6,0,240.0,383,1830.0,2759,4572,1859,1480,2,5,automatic,hybrid,FWD,154489.0,0.26,1.97,EURO 6,82.2,4.11,27293,24.33
Hyundai,Ioniq,2023,suv,2.76,6,0,235.0,379,2017.0,2728,4743,1902,1682,5,7,automatic,electric,RWD,14886.0,0.114,78.02,EURO 6d,-1.0,2.18,35975,45.91
Toyota,RAV4,2018,crossover,3.22,8,1,263.0,486,2225.0,2791,4783,1855,1584,5,5,automatic,hybrid,RWD,253914.0,0.148,2.13,EURO 6,102.0,5.1,25359,19.6
Nissan,Leaf,2019,crossover,3.15,6,0,209.0,350,2228.0,2789,4692,1902,1557,5,5,automatic,petrol,AWD,63312.0,0.485,0.0,EURO 6,270.5,11.31,27469,8.84
Honda,Fit,2012,suv,1.36,4,1,167.0,282,1847.0,2528,4450,1804,1621,5,5,automatic,hybrid,FWD,353274.0,0.783,1.36,EURO 5,88.0,4.4,15463,22.72
Volkswagen,Golf,2018,hatchback,3.68,8,0,291.0,510,1888.0,2861,4776,1876,1435,5,5,automatic,petrol,FWD,159310.0,0.111,0.0,EURO 6,187.0,7.82,25552,12.79
Chevrolet,Equinox,2005,sedan,1.29,4,1,174.0,273,1522.0,2539,4255,1772,1452,4,5,manual,petrol,FWD,450000.0,0.472,0.0,EURO 4,124.2,5.19,6327,19.25
Nissan,Rogue,2015,suv,1.54,4,1,180.0,265,1835.0,2576,4459,1839,1600,5,7,manual,petrol,FWD,285357.0,0.189,0.0,EURO 6,139.9,5.85,15806,17.09
Ford,Fusion,2023,sedan,1.22,4,0,144.0,229,1355.0,2521,4189,1753,1452,4,5,cvt,petrol,FWD,36652.0,0.265,0.0,EURO 6d,115.3,4.82,30011,20.74
Toyota,Camry,2024,crossover,1.48,4,1,166.0,274,1839.0,2573,4267,1769,1581,5,5,automatic,diesel,FWD,14413.0,0.587,0.0,EURO 6d,145.0,5.49,31744,18.21
Volkswagen,Golf,2013,sedan,6.5,12,0,442.0,795,2626.0,3153,5530,2050,1438,4,5,manual,petrol,FWD,188428.0,0.127,0.0,EURO 5,297.5,12.44,31650,8.04
Mercedes,GLC,2015,crossover,2.85,6,0,289.0,454,2134.0,2642,4679,1814,1596,5,5,cvt,petrol,FWD,197558.0,0.394,0.0,EURO 6,191.3,8.0,25849,12.5
Hyundai,Elantra,2005,sedan,3.66,8,0,209.0,400,2112.0,2790,4901,1875,1455,4,5,automatic,petrol,AWD,296858.0,0.647,0.0,EURO 4,210.5,8.8,17199,11.37
Hyundai,Elantra,2005,sedan,6.5,12,1,442.0,785,2637.0,3181,5462,2050,1441,4,5,manual,hybrid,FWD,386764.0,0.198,2.01,EURO 4,191.2,9.56,27507,10.46
Mercedes,GLC,2011,pickup,1.0,3,1,132.0,170,1913.0,2741,4614,1760,1447,4,5,automatic,petrol,FWD,323833.0,0.373,0.0,EURO 5,166.6,6.97,12765,14.36
Hyundai,Tucson,2013,sedan,6.18,12,0,361.0,681,2469.0,3172,5428,2050,1488,4,5,manual,petrol,RWD,220671.0,0.576,0.0,EURO 5,330.8,13.83,26429,7.23
Kia,Sportage,2005,suv,3.39,8,0,223.0,429,2345.0,2775,4965,1991,1643,5,5,automatic,diesel,FWD,450000.0,0.222,0.0,EURO 4,,6.75,12074,14.82
Chevrolet,Silverado,2006,sedan,6.5,12,0,452.0,792,2608.0,3148,5511,2050,1468,4,5,manual,petrol,FWD,293455.0,0.587,0.0,EURO 4,323.8,13.54,24295,7.39
Kia,Rio,2019,crossover,1.68,4,0,128.0,242,1937.0,2623,4281,1750,1554,5,5,automatic,petrol,AWD,95635.0,0.438,0.0,EURO 6,170.3,7.12,25582,14.04
Toyota,Corolla,2007,hatchback,1.53,4,1,146.0,170,1453.0,2602,4271,1776,1455,5,5,automatic,petrol,FWD,297257.0,0.317,0.0,EURO 4,141.4,5.91,9554,16.92
Ford,Escape,2009,sedan,4.44,8,0,306.0,575,2047.0,2985,4940,1954,1487,4,5,automatic,diesel,FWD,241866.0,0.415,0.0,EURO 4,178.8,6.77,20209,14.77
Chevrolet,Cruze,2005,hatchback,1.75,4,1,194.0,297,1367.0,2635,4344,1794,1452,5,5,manual,diesel,FWD,356360.0,0.316,0.0,EURO 4,118.9,4.51,14519,22.2
Kia,Rio,2013,crossover,4.2,8,0,271.0,534,2379.0,2847,4976,1951,1597,5,5,automatic,petrol,FWD,312089.0,0.05,0.0,EURO 5,178.1,7.45,21318,13.43
Kia,Optima,2017,crossover,3.16,6,0,183.0,328,2294.0,2703,4625,1892,1579,5,5,manual,hybrid,AWD,207834.0,0.42,2.19,EURO 6,119.4,5.97,23245,16.75
Kia,Niro,2011,suv,3.65,8,0,221.0,421,2408.0,2832,5027,1958,1631,5,5,manual,petrol,FWD,128633.0,0.338,0.0,EURO 5,155.3,6.49,23733,15.41
Nissan,Rogue,2017,wagon,1.26,4,0,119.0,163,1651.0,2519,4254,1735,1448,5,5,automatic,petrol,FWD,91686.0,0.478,0.0,EURO 6,145.9,6.1,16984,16.4
Mercedes,GLE,2011,suv,2.09,4,0,241.0,380,1986.0,2662,4649,1882,1667,5,5,manual,petrol,RWD,450000.0,0.07,0.0,EURO 5,194.8,8.14,17684,12.28
Mercedes,C-Class,2022,crossover,1.22,4,1,185.0,261,1817.0,2494,4220,1767,1556,5,5,automatic,petrol,AWD,66394.0,0.339,0.0,EURO 6d,159.6,6.67,28371,14.98
Ford,Escape,2016,suv,1.68,4,0,184.0,292,1804.0,2575,4484,1824,1605,5,5,automatic,petrol,FWD,406311.0,0.51,0.0,EURO 6,171.1,7.15,18615,13.98
Toyota,Corolla,2008,hatchback,2.17,4,0,196.0,285,1632.0,2659,4490,1820,1498,5,5,automatic,diesel,FWD,264412.0,0.407,0.0,EURO 4,146.4,5.55,12420,18.03
Honda,Fit,2024,sedan,1.37,4,0,132.0,217,1482.0,2574,4255,1759,1453,4,5,cvt,hybrid,AWD,23758.0,0.106,2.08,EURO 6d,78.6,3.93,29175,25.43
Nissan,Leaf,2016,wagon,1.17,3,1,176.0,257,1530.0,2510,4104,1793,1463,5,5,automatic,petrol,FWD,162815.0,0.453,0.0,EURO 6,139.9,5.85,19408,17.1
Volkswagen,Polo,2018,suv,1.2,4,1,199.0,297,1879.0,2560,4347,1794,1614,5,5,manual,petrol,AWD,90317.0,0.781,0.0,EURO 6,160.9,6.73,23716,14.87
Nissan,Altima,2018,sedan,1.0,3,1,102.0,151,1332.0,2489,4203,1719,1456,4,5,manual,petrol,FWD,97445.0,0.198,0.0,EURO 6,112.9,4.72,19735,21.18
Ford,Fusion,2011,hatchback,3.76,8,1,352.0,542,1981.0,2852,4963,1870,1456,5,5,automatic,petrol,FWD,183796.0,0.637,0.0,EURO 5,192.6,8.05,24208,12.42
Hyundai,Sonata,2017,suv,2.27,6,0,176.0,312,2208.0,2667,4580,1871,1657,5,5,automatic,petrol,AWD,86158.0,0.646,0.0,EURO 6,168.3,7.04,26538,14.21
Audi,Q5,2011,hatchback,2.99,6,1,341.0,542,1816.0,2758,4604,1853,1469,5,5,automatic,hybrid,RWD,450000.0,0.252,2.09,EURO 5,116.0,5.8,28517,17.25
Volkswagen,Passat,2019,suv,3.65,8,0,314.0,522,2318.0,2812,5035,1935,1617,5,5,manual,petrol,RWD,195722.0,0.295,0.0,EURO 6,200.3,8.37,28443,11.94
Toyota,Camry,2019,sedan,,4,0,191.0,309,1558.0,2672,4483,1798,1456,4,5,automatic,hybrid,FWD,58290.0,0.31,1.9,EURO 6,83.2,4.16,23112,24.04
Chevrolet,Equinox,2016,crossover,2.24,6,0,187.0,312,1941.0,2656,4467,1823,1575,5,5,manual,petrol,RWD,204078.0,0.407,0.0,EURO 6,207.6,8.68,21987,11.52
Honda,Accord,2005,pickup,3.13,6,0,242.0,396,2364.0,2978,5003,1837,1452,4,5,automatic,petrol,RWD,450000.0,0.319,0.0,EURO 4,193.4,8.08,9109,12.37
Ford,F-150,2014,hatchback,3.12,6,1,264.0,412,1946.0,2764,4560,1888,1447,5,5,manual,petrol,FWD,116557.0,0.46,0.0,EURO 5,158.8,6.64,27407,15.06
BMW,X5,2022,hatchback,2.68,6,1,315.0,488,1670.0,2711,4529,1850,1420,5,5,automatic,electric,RWD,87530.0,0.414,57.24,EURO 6d,-1.3,1.92,41469,52.11
Audi,A4,2020,pickup,4.44,8,0,371.0,623,2782.0,3101,5482,1988,1436,4,5,manual,petrol,RWD,56894.0,0.714,0.0,EURO 6,367.1,15.35,43027,6.52
Volkswagen,Polo,2011,sedan,2.15,4,0,161.0,280,1615.0,2660,4424,1821,1442,4,5,automatic,petrol,FWD,257387.0,0.751,0.0,EURO 5,168.0,7.02,11238,14.24
Toyota,RAV4,2015,suv,2.21,6,0,168.0,255,2169.0,2659,4665,1880,1599,5,7,manual,petrol,FWD,156961.0,0.548,0.0,EURO 6,148.3,6.2,21759,16.13
Audi,A4,2020,coupe,1.83,4,1,229.0,338,1589.0,2569,4277,1798,1441,2,5,automatic,petrol,FWD,30154.0,0.408,0.0,EURO 6,126.5,5.29,31637,18.91
Toyota,Camry,2021,sedan,3.6,8,0,254.0,459,1992.0,2792,4765,1895,1464,4,5,automatic,petrol,RWD,100178.0,0.698,0.0,EURO 6d,161.7,6.76,29126,14.8
Volkswagen,Golf,2014,pickup,4.36,8,0,319.0,558,2683.0,3125,5367,1952,1439,4,5,automatic,petrol,FWD,165855.0,0.575,0.0,EURO 5,262.0,10.95,27818,9.13
Nissan,Altima,2023,suv,5.5,12,0,336.0,595,2948.0,3070,5545,2050,1612,5,5,manual,electric,FWD,42144.0,0.176,74.9,EURO 6d,2.2,1.91,45019,52.46
Honda,CR-V,2022,suv,2.88,6,0,219.0,358,2314.0,2726,4740,1962,1618,5,7,manual,diesel,AWD,61733.0,0.294,0.0,EURO 6d,151.7,5.75,29373,17.4
Nissan,Leaf,2006,crossover,2.63,6,1,210.0,343,1971.0,2731,4586,1840,1570,5,5,automatic,hybrid,RWD,450000.0,0.195,2.49,EURO 4,98.2,4.91,9504,20.38
Toyota,Prius,2021,sedan,2.25,6,0,151.0,270,1815.0,2611,4464,1798,1426,4,5,manual,petrol,AWD,5833.0,0.404,0.0,EURO 6d,143.7,6.01,23451,16.65
Honda,CR-V,2007,hatchback,4.24,8,0,305.0,513,1991.0,2941,5088,1915,1452,5,5,automatic,petrol,FWD,361558.0,0.469,0.0,EURO 4,179.2,7.49,18255,13.35
Honda,Accord,2010,pickup,5.3,12,0,353.0,665,3115.0,3200,5582,2009,1448,4,5,automatic,hybrid,AWD,108981.0,0.237,1.44,EURO 5,214.2,10.71,30697,9.34
Chevrolet,Silverado,2016,crossover,1.45,4,0,165.0,223,1783.0,2578,4262,1795,1558,5,5,manual,petrol,FWD,80137.0,0.266,0.0,EURO 6,125.9,5.26,16468,19.0
Honda,Fit,2018,suv,2.84,6,0,194.0,345,2192.0,2710,4872,1905,1613,5,7,manual,petrol,RWD,80419.0,0.625,0.0,EURO 6,153.2,6.4,24702,15.61
Ford,F-150,2014,suv,6.25,12,0,419.0,741,2907.0,3178,5600,2050,1639,5,5,automatic,petrol,FWD,260400.0,0.196,0.0,EURO 5,347.1,14.51,32032,6.89
Mercedes,GLC,2012,sedan,3.08,6,1,386.0,597,1759.0,2767,4706,1810,1403,4,5,automatic,petrol,RWD,275636.0,0.449,0.0,EURO 5,188.4,7.88,27588,12.69
Honda,Accord,2010,sedan,2.12,4,0,177.0,280,1585.0,2668,4502,1767,1493,4,5,automatic,diesel,AWD,450000.0,0.69,0.0,EURO 5,138.5,5.25,14400,19.06
Honda,CR-V,2012,wagon,3.65,8,0,270.0,517,2350.0,2791,4860,1880,1449,5,5,automatic,diesel,FWD,235260.0,0.396,0.0,EURO 5,286.4,10.85,21817,9.22
Audi,A4,2017,suv,5.7,12,0,486.0,807,3040.0,3026,5536,2050,1644,5,7,manual,hybrid,FWD,89637.0,0.108,1.56,EURO 6,176.6,8.83,41238,11.33
Toyota,RAV4,2020,hatchback,,6,0,188.0,353,1755.0,2767,4654,1828,1451,5,5,manual,hybrid,FWD,61396.0,0.377,1.72,EURO 6,84.1,4.2,26978,23.79
Volkswagen,Tiguan,2024,hatchback,1.31,4,1,180.0,259,1408.0,2534,4149,1766,1440,5,5,cvt,hybrid,FWD,13653.0,0.543,1.26,EURO 6d,81.4,4.07,21684,24.56
Ford,Fusion,2022,pickup,2.01,4,0,189.0,295,2270.0,2862,4922,1813,1445,4,5,manual,petrol,FWD,26877.0,0.32,0.0,EURO 6d,139.4,5.83,26778,17.16
Toyota,Corolla,2019,hatchback,3.15,6,0,242.0,397,1665.0,2792,4657,1866,1463,5,5,automatic,electric,FWD,80257.0,0.406,91.41,EURO 6,-1.4,2.29,33692,43.75
Mercedes,GLE,2017,sedan,0.88,3,0,181.0,293,1304.0,2501,4101,1734,1458,4,5,cvt,diesel,FWD,79749.0,0.205,0.0,EURO 6,,4.85,24625,20.63
Volkswagen,Polo,2024,hatchback,1.11,3,0,107.0,135,1360.0,2571,4281,1789,1455,5,5,cvt,diesel,FWD,28962.0,0.543,0.0,EURO 6d,125.2,4.74,26652,21.08
Hyundai,Tucson,2005,crossover,4.39,8,0,284.0,487,2455.0,2890,5024,1914,1581,5,5,manual,petrol,RWD,450000.0,0.122,0.0,EURO 4,174.1,7.28,9028,13.74
Volkswagen,Polo,2021,sedan,1.02,3,0,149.0,222,1320.0,2553,4156,1746,1456,4,5,manual,hybrid,FWD,64657.0,0.059,1.3,EURO 6d,73.0,3.65,23389,27.4
Audi,Q5,2023,sedan,5.77,12,1,569.0,919,2586.0,3022,5346,2040,1421,4,5,automatic,petrol,FWD,16550.0,0.564,0.0,EURO 6d,443.9,18.56,53702,5.39
Audi,Q3,2019,suv,3.33,8,0,308.0,498,2339.0,2826,4951,1961,1654,5,5,manual,petrol,FWD,63002.0,0.199,0.0,EURO 6,180.7,7.55,36998,13.24
Toyota,RAV4,2018,hatchback,1.98,4,1,199.0,309,1455.0,2716,4291,1803,1473,5,5,automatic,petrol,FWD,30921.0,0.211,0.0,EURO 6,125.8,5.26,24917,19.02
Hyundai,Ioniq,2018,sedan,2.12,4,1,165.0,274,1678.0,2666,4360,1780,1464,4,5,automatic,petrol,RWD,113088.0,0.295,0.0,EURO 6,138.6,5.79,24893,17.26
Toyota,RAV4,2022,sedan,1.09,3,0,112.0,149,1371.0,2572,4189,1721,1451,4,5,manual,petrol,AWD,49114.0,0.05,0.0,EURO 6d,91.9,3.84,30258,26.02
Nissan,Rogue,2009,suv,1.61,4,0,157.0,257,,2581,4416,1845,1624,5,5,automatic,petrol,AWD,202581.0,0.865,0.0,EURO 4,154.7,6.47,13504,15.46
Toyota,RAV4,2022,hatchback,1.01,3,0,125.0,234,1240.0,2531,4101,1725,1465,5,5,manual,,RWD,55230.0,0.497,0.0,EURO 6d,120.9,5.05,20295,19.79
Mercedes,E-Class,2020,sedan,6.5,12,1,650.0,1000,2698.0,3200,5481,2050,1461,4,5,automatic,hybrid,RWD,81507.0,0.376,1.64,EURO 6,299.8,14.99,47049,6.67
